,subject,label,body
7665,harry potter,3,"Friend asked me Fri free not want go party, theme is Harry Potter that cb think I don't know subtle hint for PAP heng I said I got church."
7670,harry potter,3,It would have been nice in the epilogue of Harry Potter if they warned me not to eat those chilli nachos last Saturday
7673,harry potter,3,Careful how you set out your front page! Unless famous mother of Harry potter is a Jihadi https://t.co/MlF7CeiXhV
7675,harry potter,3,Harry Potter and the Goblet of Fire ~J.K. Rowling ~1st~ HB/DJ  ~2000 http://t.co/JJGCkzf0yh http://t.co/8ZDVdak9tr
7676,harry potter,5,@jk_rowling I may be working on Harry Potter and the Deathly Hallows for my M.A. paper. In short thank you for sparking my interest in books
7679,harry potter,5,"October 6th can't come any faster... I will be eating a McMuffin at noon while reading the new, fully illustrated Harry Potter book. #nerd"
7680,harry potter,5,These were THE best Sunday's. Watching Harry Potter with my girl Dixie. #sochill #whoneedsabf http://t.co/TS5nV4BCPK http://t.co/HBn0vGV5cm
7682,harry potter,3,does HP stand for Heather Palfreyman or Harry Potter. the world may never know
7684,harry potter,3,Someone enlighten me does that have something to do with Harry Potter not quite sure https://t.co/dzV7hb9OSV
7686,harry potter,5,Going to wee myself with excitement cus I'm going to the Harry Potter studio tours tomorrow for the first time w/ @LivviaRobb and @bethsuttz
7697,harry potter,5,Photo: bunnydoodles: /r/sketchdaily theme for September 7th: Harry Potter I love Harry Potter and all the... http://t.co/dlHDtqlz8x
7703,hillary,3,@robertmclaws lol it's the new reinvented redrawn 8th intro to Hillary! She's nice now!
7704,hillary,3,"Isn't this like the 4th of 5th reset of Hillary's campaign? ""Hillary Clinton to Show More Humor &amp; Heart, Aides Say"" http://t.co/vedWVSXhmI"
7705,hillary,3,Hillary's Computer Tech to Plead the Fifth; Congress May Offer a Deal - The New American http://t.co/ztciSG0MsE
7707,hillary,3,I'm going to spontaneously skip the shower. Betcha my coworkers appreciate it as much as Hillary's voters will.  https://t.co/7XTV9CzLKD
7708,hillary,3,Hillary whacker @MichaelSSchmidt rehashes the same article he wrote 6 weeks ago. NOT ONE new fact in Sept 7 piece.
7712,hillary,5,Get your picture taken with Hillary Sept 10 in Cincinnati.2-4PM... http://t.co/ejaTu2fMAH
7713,hillary,1,#Obama and #Hillary may have used Benghazi lie to win his last election but the #Benghazi #truth will lose Hillary's http://t.co/iu2kLdkbXs
7714,hillary,1,"This will be the 3rd ""revamp"" of Hillary's campaign. Her numbers tank each time. She just sucks at campaigning in the new media world."
7715,hillary,3,@realdunaldtrump Wait till Hillary throws you under the bus like the rest. Pleading the 5th?
7716,hillary,3,@Hungrynfool lets not jump the gun.. 1st priority is to see off Hillary..
7718,hillary,3,Are you a Hillary supporter in Cincinnati or Columbus? Are you free Sept 10 to wave Hillary signs? I am not... http://t.co/uA5oKcr4mZ
7721,hillary,1,@MarkHalperin has to be more to Hillary but she comes across as a lying &amp; disingenuous doofus however those traits may be presidential...
7726,hillary,3,"Is Hillary starting her campaign over again, for the 3rd time?"
7727,hillary,3,"@slone people are no longer in the dark, SM has changed the political landscape forever! Hillary can't hide anymore http://t.co/ZKN62jA6nI"
7728,hillary,3,"@DebndanfarrDeb serious Hillary moment for me, I am just noticing @realDonaldTrump chair for the 1st time in this one."
7729,hillary,3,"If Hillary's server really is ""wiped,"" it may be the 1st thing the woman has ever done right. #tcot #ReadyForHillary http://t.co/HUoqKTYZU9"
7732,hillary,3,"Note to the 3 women who blocked me when I said Hillary was boring and Bernie would be soaring. You may follow me again. Oops, I blocked you."
7733,hillary,3,"Sounds like the intro to a new sitcom.  BTW, this is campaign launch number what for Hillary? https://t.co/JFVtBCbE7L"
7736,hillary,3,"Keep in mind, Hillary's initial refusal to apologize wasn't off the cuff. It came after months of scrutiny. https://t.co/GiraU5N5Fh"
7742,hillary,3,@IbadPoulette Remember how NYT aided Bush's March to Iraq War?  They need to be truthful &amp; they haven't with Hillary.
7743,hillary,1,But on Friday she REFUSED to apologize in interview with liberal Hack Andrea Mitchell. Hillary is a phony. @CNNPolitics @HillaryClinton
7744,hillary,1,"If you're bored, Ask Siri, ""Hillary sucks big green donkey dicks"" prepare to laugh like you were in 8th grade!!"
7748,hillary,3,Hillary may even come up with more spontaneous email humor ----&gt; Hillary Clinton's 5 funniest emails http://t.co/fTl7727lAX
7749,hillary,3,Hillary gets emotional over talking about her mother -  tomorrow #MorningJoe will call her a fake. @ABC
7752,hillary,1,@ABCPolitics @ABC @DavidMuir OMGosh! HIllary still using her deceased Mom as a PROP to save herself from her own lies. ~May she RIP.
7755,hillary,3,"@Patrick_Fogerty @SarahPalinUSA Sarah Palin, other women you disagree with may still be quite bright.Hillary may be intelligent, just wrong."
7759,hillary,3,@HillaryClinton @TheFix @TheEllenShow Hillary has got 2 get it together by #October cuz U know whomever d Repub's nominee #Readyfortheshow!!
7761,hillary,3,Fast Lerner: Subpoenaed tech guy who worked on Hillary's private server says he'll plead the 5th (sound familiar?) http://t.co/CRjcxdreq0
7762,hillary,3,Hillary has her own Mini-Me? Can't wait to see Trump's! Or has it been his hair all along? @HillaryClinton #uspoli  https://t.co/yXqEoecdS7
7766,hillary,3,@seanhannity @realDonaldTrump @HillaryClinton Trump cant beat Hillary that is confirmed take it from me but hillary may not get nominated
7769,hillary,1,Hillary will not make history as 1st female Pres. She'll make history by being 1st Pres candidate to be indicted on criminal charges.
7772,hillary,1,"You may not have seen, but the left loves their liars, cheats &amp; traitors. Hillary is their perfect candidate! https://t.co/rP2z1upkwM"
7776,hillary,1,"Hillary just may be that stupid, look at some of her track record screw ups. History tells it all. https://t.co/nzgqhXONTl"
7778,hillary,3,@FoxNews @MarkSteynOnline @weshep11 ahhh so it's Hillary's 1st characteristic Steyn cited that must have attracted Bill
7781,hillary,3,Sarurday Pat Caddell demanded Hillary face tough questions and male interviewers; Tuesday she talks with gay Ken doll David Muir and cries
7785,hillary,3,Wait. People claim Hillary is showing her humanity because she chokes up talking about her dead mother? That may be the lowest bar ever.
7787,hillary,3,"Hillary says.. ""I understand that you may have more questions, &amp; I am going to work to keep answering them."" ..huh? work to keep answering?"
7793,hillary,3,"Mook, Podesta are blowing Hillary's 2nd crack at WH. Making the same huge mistakes as 08. Need to let HRC loose. Too inaccessible to staff"
7794,hillary,3,@MgriffinJames Hillary's team-'If she can only fake sincerity we'll have it made.'  http://t.co/wO3Jx3DmIG
7795,hillary,3,"Two top Senate investigators offered potential immunity Tuesday to Bryan Pagliano, the staffer who set up the email server in HILLARY"
7799,hillary,1,"Omg people, we may not like Hillary, but wtf, leave the kid out of it http://t.co/70KW3lD1HK"
7800,ibm,3,Patrick Townsend is hosting a webinar on August/26/2015 on overcoming the security challenges on the IBM i.   Time PST:10:00am. EST:1:00pm.
7805,ibm,3,@bryan_mays @chaddukes The CEO of IBM may think someone is an idiot but he can't say it.
7806,ibm,3,IBM launches Linux-only mainframe system LinuxONE: International Business Machines Corp said on Monday it laun... http://t.co/Bmt4lCmgSx
7809,ibm,3,Registrations are open to our Controller day in IBM Client Center Brussel on September 22! http://t.co/XQKgY7gDlZ
7811,ibm,3,Tough proposition promoting ibm machine accessories october live pretty the strong point superego cannot help but inasmuch as prom: vdzjS
7813,ibm,3,Sales Joke of the Day (August 20) IBM. http://t.co/rMqKj1lJgA  @datadotcom @connectmembers #thewatercooler
7816,ibm,5,Making a difference in the world! #20 overall and 1st IT company. IBM on the Change the world via @FortuneMagazine http://t.co/0c1JwfSzNg
7819,ibm,3,"In 2015 Forbes ranked Nestle as the 30th largest public company in the world, ahead of Google, BP, IBM, and... http://t.co/BubBB211lo"
7827,ibm,3,IBM warns corporate use of Tor will leave networks open to attack: 25 Aug 2015. Jason Murdock The use of the T... http://t.co/NzUU6W7zLN
7828,ibm,3,Want to know more about the partnership Apple + IBM? Tomorrow at 14:00 a guest speaker from Apple will explain BLSAUD http://t.co/WmrbEJGlAQ
7830,ibm,3,How are you leveraging #bigdata and #analytics on IBM #bluemix? If you're not you may want to check this out http://t.co/xwy115BUns
7831,ibm,3,Have questions about IBM #Bluemix and IOT? Attend our Sept 2nd Crowd Chat! More info: http://t.co/fXoF1GOkGK http://t.co/5DKKo9W6rK
7832,ibm,3,Cool meetup with @SwaggerApi in San Jose at IBM Lab Sep 29 7pm http://t.co/eLHIF6R2Ac @ibmapimgt @IBM_APIeconomy #APIs
7838,ibm,3,"Manuals may play a role in early training activities, but they have limited value in the heat of battle. - Louis Gerstner, IBM #HRTrends"
7839,ibm,3,"@widdowquinn Don't think was originally IBM branded, but still didn't want any weird 3rd party ant-virus like stuff meddling with my OS"
7841,ibm,3,Want to be a part of the Audience?  Register to attend:  IBM San Francisco SmartCamp (September 10) or the IBM... http://t.co/RQwXv0lBO8
7847,ibm,5,#ibm IBM is the worldwide market share leader in #ESN for the 6th straight year! http://t.co/FpGt6XPVl6... http://t.co/OFOYKd8mB5 #socialbiz
7851,ibm,3,Sept 17 video chat: running DevOps in hybrid cloud with @DavidLinthicum and IBM experts. http://t.co/OGvL2vY40D http://t.co/vBvuTjZlbA
7854,ibm,3,Reason why promoting ibm machine accessories june have being scrupulous the type her exact vice pronouncement!: xTOws
7858,ibm,3,"first job i ever had was alpah trade vic cord IBM company 7th floor we sold those apps you all have now, nobody knew to buy apples? noapps"
7859,ibm,3,"Ease of use may be invisible, but it's absence sure isn't - IBM"
7863,ibm,3,"If you remember Watson from ""the reason that is always used that IBM may not be dead"""
7864,ibm,3,@cinnamon_carter reminds me day I was walked btw IBM bldgs in S.Fla Sun for health; hot; I past 2 guys digging a 4x8' cable trench 10' deep
7865,ibm,3,IBM Collation C4090-451 Exam Question - IBM Certified Specialist C4090-451 play around with may endorsed... http://t.co/UBQf2DcWEl
7866,ibm,3,IBM Webcast : Positioning the Roadmap for the Logical Data Warehouse Sept 11th 3pm http://t.co/SXxFLRkSuY #bigdata #analytics #netezza
7869,ibm,3,See more from Kathy Goetz on IBM's Watson at the LSA Conference on November 4th and 5th | http://t.co/1UWKOUDswZ
7874,ibm,3,"Bill Gates received $25,000 from IBM to write the first program for it's computer. #25th"
7876,ibm,3,"Sept 9 at Arrow royal exchange, joint event with IBM on Big Data and Analytics. Full details link to register below.  http://t.co/MWkPQUPKMo"
7879,ibm,1,"Whenever I see an ad for IBM, I think about how they helped Nazi Germany to organize concentration camp proceedures. http://t.co/oiJNu06Kg0"
7884,ibm,3,"Jun 16 1911- IBM founded as the Computing-Tabulating-Recording Company in Endicott, New York"
7886,ibm,3,"Register now for the Exertis &amp; IBM Storage Systems Group Know Your Product Event, Thursday 10 Sept @ Exertis Ireland. http://t.co/QqZ1ANsBJP"
7887,ibm,3,"@arduinoNewsBot Are you coming to http://t.co/B2p6wZQ5jr IoT Day, October 8: IBM, Cisco, Fitbit, Microsoft and +15 speakers and demos. FREE!"
7896,ibm,3,Attend the September 9 ICS TechTalk about the IBM Connections #Cloud Q3 Update: http://t.co/I5cPcvlT3M #socbiz
7897,ibm,3,Pretense promoting ibm machine accessories november have place sound the clobber oneself sexual desire vice plug!: UDIqh
7899,ibm,5,Just got my official offer letter from IBM! 11th January start. Sooooooo many forms to fill in to accept it but I cannot wait
7902,ihop,3,"Tomorrow's the $1.00 short pancake at IHOP and I gotta be there at 7am, kms"
7906,ihop,5,seriously tomorrow I'm going to IHOP. l'll find a way
7919,ihop,3,You broke asses better donate tomorrow if you go to Ihop and leave me a tip
7920,ihop,3,jacob I'm going to ihop tomorrow what should i get
7922,ihop,5,If you take me to IHOP tomorrow morning I'll give you my soul
7925,ihop,3,If I go to ihop tomorrow I'm gonna feel like I'm cheating on Denny's and idk how I feel about that /:
7927,ihop,5,IHOP on Friday is the only thing getting me through the week.
7928,ihop,3,Lino and I literally sat at IHOP for three hours and had deep conversations about life
7935,ihop,3,"For our travels to Keystone Lodge this Saturday, some of the brethren discussed meeting at the IHOP in Manteca... http://t.co/pfkuobZDxJ"
7936,ihop,3,Friday post-game IHOP is having their 2nd annual pancake bonanza. Fans of the winning team will get a short stack for $2 or 20% off meal...
7943,ihop,3,When you have to wait 15 for a table on a Friday morning at IHOP
7945,ihop,3,@DocGiani pancakes at iHop with a 12 year old and commitment renewal tomorrow....Sunday slug day.
7950,ihop,5,"Happy Saturday! Having a good time with the family, we just ate breakfast at IHOP, was delicious.#FCD:-) http://t.co/KbZDs4zQaw"
7951,ihop,3,I may have just encountered a real life Samurai at IHOP. How's your day going?
7956,ihop,3,"I sat down at IHOP ready to order, dom &amp; Joyce weren't ready and I said ""ya know we all can't live life in the fast line"""
7957,ihop,5,Yeah I'm going to Ihop tomorrow. I'll walk if it comes down to that.
7962,ihop,3,"Darel from IHOP, may I have some pancakes with bacon. Eggs fried"
7964,ihop,3,Wonder if she wanna to go to ihop tomorrow
7969,ihop,3,"@BrodyismeFriend Friday AMs, I bring Mom to IHOP in Shrewsbury, then across the street to Trader Joes. Such is my life. #NoPersonalLife"
7979,ihop,3,"Boy said ""I'm coming too IHOP tomorrow too!"" I said come on lol he said what time. I said 3 lmao"
7981,ihop,1,I think I'm gonna end up quitting IHOP tomorrow morning because the thought of stepping into that establishment is destroying me
7988,ihop,5,definitely going to ihop tomorrow
7998,ihop,5,"I am assembling an epic Pancake Posse for an IHOP run on Thursday and YOU DON'T EVEN KNOW HOW EXCITED I AM.   ...well, you might know now."
7999,ihop,3,do you work at Ihop tomorrow @carlysunshine_
8000,ios,3,"23 Aug 00;30 #771NAS Rescue193 returned from Tresco, IoS lifted a casualty with minor injuries to RCH Treliske http://t.co/AN6WiE0iIs"
8002,ios,3,IOS 9 App Transport Security. Mm need to check if my 3rd party network pod supports it http://t.co/fmtcfUAdgj
8003,ios,3,"Mar if you have an iOS device, you should download our app too: http://t.co/gl3tn2uDnD"
8004,ios,3,@jimmie_vanagon my phone does not run on latest IOS which may account for problem the other day .. time it was replaced
8006,ios,3,"Two Dollar Tuesday is here with Forklift 2, QuickKey for iOS and Suite for Pages for just $1.99 today:   http://t.co/BNMFOEACw5"
8007,ios,3,"If you're not already signed up to test my iOS game, nows your chance! https://t.co/eZhIU6EDpQ"
8008,ios,3,"YouTube Gaming Officially Launches On Web, Android, iOS On August 26: YouTube is finally going to r... http://t.co/qbhyA3kaWP #webseries"
8009,ios,3,YouTube Gaming Launches Tomorrow with iOS and Android Apps to Go Head-to-Head with Twitch http://t.co/yZOATToeJC #ios #game
8010,ios,3,@astrill Yashan from BBC @bbcchinese the VPN access on IOS may be limited during China's military parade? Any chance to have a chat on that?
8011,ios,3,Parkrun app for iOS downloaded Where have you been before ?Great app easier access of info &amp; ready for Saturday's run http://t.co/ZyOFhZeRIO
8012,ios,3,"Today @YouTubeGaming launches, with apps for iOS and Android devices in the US and UK, here is what you need to know http://t.co/Kf8DgnHX9b"
8016,ios,3,What's the best way to get audio recordings from a 3rd party app off of an iOS device? Jailbreaking isn't an option.
8019,ios,3,"See news through the eyes of real people &amp; be your own reporter with Fresco 2.0 for iOS, coming September 8th! http://t.co/IfLPLqqsmy"
8020,ios,5,Siri knows all about #Apple's iOS event on the 9th. #GiveUsAHint http://t.co/sHmTw46ELR
8028,ios,3,@NarisDRIFT @T_Dogg_94ebooks I wish that CustomFolderIcons worked on iOS 5.1.1 and it was received on December 11th.
8029,ios,3,So today i checked my old iPod 4th gen which is on iOS 6.1.6 and it can't be upgraded further and i randomly open twitter
8030,ios,3,"@_tomcc @bartwerf please stop walking and work !! You have more than one month of late --"" The update was annonced the 29 of july, IOS wait!"
8032,ios,3,@Terraria_Logic do you have any news of an update in October for ios and android users
8033,ios,3,"@alexdong a follow-on guess might be that if you are female, with an iOS device, visiting the site, you may have more disposable income?"
8034,ios,5,@tim_cook loving my new iPhone 6 from T-Mobile I'm in love with iOS! Can't wait for the Sept 9th event
8035,ios,3,@M3RKMORK @MKBHD all Android wear is comparable with iOS now I believe. I may be wrong though
8036,ios,3,Google Expands Android Wear Smartwatch Platform to iOS -  Google on Monday rolled out Android Wear smartwatch harmony with ...
8042,ios,3,@TimRaphael215 may want to pick your brains - looking to get into iOS dev myself.
8043,ios,3,The Orks are here to tell you that we're gunning for a Sept 30th release of Herald of Oblivion on iOS and Android! http://t.co/ZwGO1iDqo0
8044,ios,3,"@deba1602 3rd party app on iOS, Does it add a keyboard or you have to type -&gt; copy -&gt; paste ? @debabrata2008"
8045,ios,3,M/T Webroot: Have a jailbroken iOS device? You may want to reconsider. http://t.co/2QFA6jFLNf
8046,ios,3,"@icj_ i have the Ipod Touch 5th and i have the IOS 8.4.1,ofc i cant downgrade because 8.4 is not being signded,so now what i supposed to do?"
8047,ios,3,"@arekdreyer Making my way through your Managing iOS and Macs 2nd Ed. book. Great read, really well done! Thanks for doing this; keep it up."
8048,ios,3,"Google's Android Wear for iOS confirmed incompatible with Apple's HealthKit: In announcing Android Wear for iOS on Monday, Google not..."
8049,ios,3,@LeeQVC Hi Lee my iPhone is currently operating on IOS 6do I have to put IOS7 1st or can upload IOS8 if so how do I go about it ?
8050,ios,3,wed night 7pm pacific join the The BLAST! live right here on FB as we have the founder's of the IOS app Kander on... http://t.co/XgeUKCqd6f
8051,ios,3,codigames:Do you like ARPGs?Dungeon Legends arrive to iOS on September 3rd http://t.co/17VP9iXAxj #gamedev #iphone http://t.co/vGQF11yE2H
8052,ios,3,Jailbreaking iOS Devices May Not Be The Best Idea: Security vulnerabilities in the iOS can rarely be... http://t.co/yAATcrXOrU #security
8053,ios,3,"Come and have the FIRST EVER GO on Lumino City on iOS @SomersetHouse @nowplaythese + real models, Friday til Sunday! http://t.co/GXdkU8COnj"
8054,ios,3,Rumor has it that a certain app is available on iOS and it's FREE.  Android coming Friday. http://t.co/JXNaqgUWaz
8055,ios,3,@steveballin So far we've announced iOS and Android versions and we focus on them. This may change in the future though.
8056,ios,3,"@MyersNFL May favorite one EVER on iOS is Harbaugh, it autocorrects to Garbage"
8057,ios,3,@MKBHD do u know if the moto360 2nd gen will work with iOS devices??
8058,ios,3,"@tastywitch its the first one, with a new scenario for ios and android... it's 50% off until 8am tomorrow!"
8065,ios,3,"Are you ready for our new 2048 app launch tomorrow? Build binaries for IOS, Android, Windows Phones and Tablets.... http://t.co/pmCGUUu6cL"
8066,ios,3,@flyshorts BTW I &amp; others have run into a fair number of cataloguing issues with the Apple Music update in iOS 8.4. This may be a symptom.
8071,ios,3,articlesection classpagepAndroid Wear may be very close to working with iOS
8072,ios,3,@nicholasnieto @PurplesServer and IOS and he said thats it was no longer the 8th he said he Jinxed it and now is going to take longer.
8073,ios,3,@nicholasnieto @PurplesServer IOS is unpredictable it may not come out at the same time
8078,ios,3,It's quite funny to see iOS developers taking advantage of the new Ugmonk 6th Anniversary set!
8082,ios,3,@_tomcc so the 12.0 for IOS will be out tomorrow correct??
8083,ios,3,Tech: Android&gt;Star Wars: Uprising launches September 10 on iOS and Android - GB: Star Wars canon is about t..http://t.co/oiTvPxGfby #mobile
8085,ios,3,ppl are saying starlight stage ios will be out on the 15th bitch where
8090,ios,3,I don't operate any iOS devices anymore but I'll still tune into the big show tomorrow. Still fun to watch the event and see what's what.
8098,ios,3,http://t.co/DeGqRngcwk: iOS Developer  TH-Bangkok: Market Rate:  http://t.co/DeGqRngcwk: My client is the larges... http://t.co/kYSJ5sThUE
8102,ipad,3,Lost my iPad for the 2nd time today
8103,ipad,3,"Apple iPad mini iPad mini Black with (16GB), 8in - Black Slate #February http://t.co/AeqQag3KVe http://t.co/QOTaileAA7"
8104,ipad,3,Woods Club! @CHSWoodsClub Come to room 175 after school next tuesday to make iPad Stands! http://t.co/U0aqa81PWW
8105,ipad,3,A survey question ahead of tomorrow's announcements: What's the right price for an 12.9-inch iPad w stylus and keyboard cover??
8108,ipad,3,Apple might want to give devs a little info on iPad Pro before dropping it and iOS 9.1 on the market in November. ht: @apollozac
8109,ipad,3,Sat next to a woman on the plane today who flipped through photos of her cat on her iPad the whole time. #spiritanimal
8110,ipad,5,Tomorrow the day Apple reveals a new iPhone &amp; iPad #SoAnxious I want both items ASAP!
8114,ipad,3,"I'm at my follow limit. Rude. I will go on my iPad tomorrow and unfollow all the little bitches who ain't following back. K, bye."
8115,ipad,3,Wouldn't be surprised if the new iPhone unveiled tomorrow is actually an iPad mini
8116,ipad,3,@coorz00 thanks tea sounds good but gotta update the iPad 1st
8122,ipad,3,"I wanna hear carry-over purchases tomorrow, so pre-owned iPhone and iPad apps can carry over to the TV.  I would start developing ASAP."
8124,ipad,3,what she gonna buy with $200? 1/4th of an ipad  https://t.co/SL79vF03CE
8128,ipad,3,@Dennisd1971 if you are using an iPhone or iPad you may not be able to view it their youtube app.  Try on your computer.
8129,ipad,3,"Tomorrow, #Apple better introduce an iPad large enough for me to stand on, with an app that'll transport me wherever I want to go. If not..."
8131,ipad,3,First day of school tomorrow which means it's also the first day of the season for RBI baseball on my iPad
8132,ipad,3,"are yall really mad that he's paying $200 to fix a broken iPad, don't yall have bigger problems to deal with  https://t.co/bDigQfbZOd"
8133,ipad,3,And Apple goes gesture controlled gaming with Apple TV. Will the phone and iPad upgrades impress?  https://t.co/nAwH8kht9B
8135,ipad,3,When you have 3 1/2 tests tomorrow and a lab to do but your iPad is dead so you can't do shit :):):):):):)
8136,ipad,3,Highly doubt that iPad will be covered during the #AppleEvent tomorrow. https://t.co/qndgNTztqa
8141,ipad,3,"Which is more interesting unveil tomorrow? $AAPL 6s, Ipad, TV or $TM new Prius? I'm going with Prius."
8142,ipad,5,"To prepare for the #AppleEvent tomorrow I am reminiscing over legacy apple hardware including iPod 2nd Gen, iPhone 4, iPad 2. Get Pumped!"
8144,ipad,5,@film_girl I'd buy the next iPad if they had Fassbender give the keynote tomorrow.
8148,ipad,5,"Can't wait! Tomorrow Apple will be hosting its keynote announcing the new iPhone, iPad pro and Apple TV."
8149,ipad,3,"@Qantas hi, i've trying to contact quantas bu phone with no success since last thursday...i left an ipad in a plane, could you help me?"
8157,ipad,3,Uniting until yours postexistence bandeau it may be take effect actuary out the ipad onwards from desktop verge...
8159,ipad,3,"Should you upgrade from #Adobe #CS6 Suite? CS6 came out before the 1st iPad mini was released, in the same month Facebook bought Instagram!"
8160,ipad,3,"@daringfireball if Apple wants to sell me an iPad, they'd better announce it tomorrow"
8162,ipad,3,1st u knew dat there wud b a lot of ppl chasing after harry so y'd u bring ur ipad w/ u U couldve just used ur phone https://t.co/5MSumtur1K
8163,ipad,3,And 2nd it wasnt harrys fault that he had ran over your ipad so whyd you ask him to pay for the crack like wtf https://t.co/5MSumtM2qk
8164,ipad,3,Literally anxious abt the iPad pro announcement today. You gonna disappoint again Apple or is it srsly the 2nd last product I'll need from u
8166,ipad,5,"SO excited for the #Apple keynote tomorrow, I need a rose gold iPhone 6s plus in my life. AND They're rumoured to announce the new iPad YAY"
8167,ipad,3,1st he smashed someone's phone now ran over an iPad he hates you all https://t.co/Vxn34DDrk6
8171,ipad,5,"Big Apple event today. Looking forward to the 12"" iPad Pro. Dare I say it may support a stylus?"
8175,ipad,3,Just $6.99 for the Hebrew Crash Course by Friday. Get Survival Phrases for the iPad or Mac: https://t.co/O4YGQFgtaa http://t.co/NczpkYotRo
8180,ipad,5,"New iPhones, iPad Pro, and Apple TV on the way today at 10 A.M. (PDT)! #AppleEvent http://t.co/WLFT7hrxH8"
8182,ipad,5,Is that I am very excited to share on Instagram brings their app to iPad and redesigns the iWatch in November.
8183,ipad,3,wait...I may reconsider my decision to get surface pro 4 if ipad pro comes with a stylus with pressure sensitivity
8184,ipad,5,#castleberryisd 5th grade iPad Deployment going well! Students are excited! http://t.co/hcPY5IR8ZM
8185,ipad,5,"May the Force (touch) be with you, Apple. Unleash that monster iPad. Come on! #AppleEvent"
8186,ipad,3,@mmmhotbreakfast @mickmolloy I can't stop hope the iPad goes flat I gotta work tomorrow. GO TIGES GO TIGES GO TIGES GO TIGES GO TIGES..
8188,ipad,5,It was fun to see the excitement on the 6th graders' faces. And some of them seem to be iPad pros already! https://t.co/YnZtTTyg4W
8189,ipad,5,1st gen iPad mini still going strong. Love that little guy.
8191,ipad,3,Does he mean a tv or a giant iPad?  https://t.co/oITONF1nPq
8192,ipad,3,Did he just spoil the iPad Pro?  https://t.co/4wQWl5RhA5
8199,ipad,3,"iPhone, iPad, or iPod touch, Mac with Safari, PC with Microsoft Edge on Windows 10 http://t.co/KbT0XSs0WC #AppleEvent"
8200,iphone,3,Photo: studyrelief: 05 september 2015 : i smashed up my iPhone last night and the pixels on the screen have... http://t.co/2xRrVHRa70
8202,iphone,3,Gr8 now my whole tl is gonna be filled w the new iPhone tomorrow -.-
8209,iphone,5,Who is as excited as I am about @APPLEOFFIClAL announcement tomorrow?  I haven't had a new iPhone since the 4S - I'm ready! #blogchat
8211,iphone,3,"If you bought an iPhone today, you lost. New ones get introduced tomorrow.                             Don't lose, win."
8214,iphone,3,"While all eyes may be on the new iPhone today, this Apple product will be the most disruptive http://t.co/WIZnjgwOQn http://t.co/x8LHcVGju8"
8217,iphone,3,Apple will be hosting its next iPhone reveal event on September 9 at 9AM PST. You can watch a live stream of the event at GameSpot's ...
8219,iphone,3,Ready for the Keynote tomorrow. Is iPhone the right choice for me!? Next time on Dragon Ball Z
8220,iphone,3,Alex Gibney explains why his Steve Jobs documentary may cause you to put down your iPhone for good (via @Pocket) http://t.co/98tFA0lX2C
8224,iphone,3,"Today Sept 9th Apple announces details on how iPhone will work with #Adblockers, #onlineadvertisers in the future."
8225,iphone,3,Beyond excited for the Apple Event tomorrow. Mostly for new Apple Watch bands as I'll be trying not to get the new iPhone.
8230,iphone,3,Trading Street: iPhone Change May Be How You'll Pay: Apple's biggest update to the iPhone may be how most cons... http://t.co/frOUvoV8nC
8231,iphone,3,"I love Apple, despite the fact that I'm constantly dissing the iPhone. Really looking forward to tomorrow's event."
8233,iphone,3,"Check Out: ""Siri on the iPhone 6S may be always listening for your voice"" http://t.co/p7Zp2G8QKD"
8235,iphone,3,"With Apple expected to announce details of a new iPhone today, the timing may be right to sell your old smartphone. http://t.co/sQWHRSopJT"
8239,iphone,3,@truthhonk @sayhup I dropped my iPhone in the beer cooler on the beach yesterday so I gotta get a new one tomorrow
8247,iphone,3,"In Wednesday's #FirstFT - long reign the Queen, iPhone unveiling and more. Sign up at http://t.co/gDolGlrSv5 http://t.co/SIBupoDQu4"
8250,iphone,3,So yeah.. back to the iEvent today. If Apple doesn't do low-cost iPhone 5C replacement model aka 6C then we may see peak iPhone within 12 mo
8252,iphone,5,Realising that its 9th sept today &amp; Apple will be announcing the new iphone at #AppleEvent today made my day!! #CantWait #Excited
8256,iphone,3,@Humzatariq2 iThink they may introduce the iphone 6S but my cuzzo said the AppleWatch Red and new macbook size
8257,iphone,3,This the 1st year I've not been to excited about the new iPhone announcement but I'm stoked for the new Apple TV &amp; their streaming service
8260,iphone,3,Watch Apple's September 9 iPhone and more launch on @Livestream: http://t.co/ShAfxOU3bC If you have a few hours to kill.
8263,iphone,3,Cracked my 1st iPhone ever and I'm so pissed ... Anyone know where I can get it fixed ASAP besides Apple
8264,iphone,5,Can't wait to see the new iPhone tomorrow. And final can update my apple watch to OS2
8267,iphone,3,My iphone wants to break... well it's about time. Isn't apples event tomorrow?
8268,iphone,3,@chingucha no it'll launch with the new iPhone = on next friday not even coming friday because pre-orders
8270,iphone,3,Some folks wait for next Apple launch just so they can buy the new iPhone. And some wait just to buy a 2nd hand two gen old cheaper model.
8271,iphone,3,this 10 year old on the bus tryina convince me he's got an iPhone 6 Plus and I'm sat here like https://t.co/rq0S3LFJtA
8273,iphone,3,"@PurpleRaison @yvonnebambrick @UofT Come and get a free copy tomorrow Thursday at Wilcox and St. George. Sorry, can't fit it in the Iphone."
8274,iphone,5,"The iPhone 6S, the greatest thing to ever exist since the iPhone 6. *CROWD GOES WILD* @RashidMattar  https://t.co/RqTn6EiI8l"
